OGIds	Mz,Pn,Ab,Nb,On,Ga
OG6661_1	mz.gene.s14.177,pn.gene.s5.27,ab.gene.s13.16,nb.gene.s16.72,on.gene.LG12.571,ENSGACG00000007345
OG6662_1	mz.gene.s4.310,pn.gene.s83.63,ab.gene.s174.44,nb.gene.s79.60,on.gene.LG11.151,ENSGACG00000008593
OG6663_1	mz.gene.s9.269,pn.gene.s5.147,ab.gene.s281.26,nb.gene.s6.146,on.gene.LG12.437,ENSGACG00000009334
OG6664_1	mz.gene.s249.11,pn.gene.s293.11,ab.gene.s57.18,NULL,on.gene.LG11.923,ENSGACG00000013318
OG6665_1	mz.gene.s20.139,pn.gene.s226.2,ab.gene.s768.4,nb.gene.s11.82,on.gene.LG6.410,ENSGACG00000017903
OG6666_1	mz.gene.s34.83,NULL,ab.gene.s61.25,NULL,NULL,ENSGACG00000016725
OG6667_1	mz.gene.s64.67,pn.gene.s124.30,ab.gene.s114.25,NULL,on.gene.LG11.58,ENSGACG00000003712
OG6668_1	NULL,pn.gene.s68.71,ab.gene.s30.27,nb.gene.s19.103,on.gene.LG8-24.558,ENSGACG00000002578
OG6669_1	mz.gene.s57.150,pn.gene.s46.7,ab.gene.s7.1,nb.gene.s8.401,on.gene.LG20.644,ENSGACG00000000191
OG6670_1	mz.gene.s134.78,pn.gene.s26.95,ab.gene.s102.9,nb.gene.s3.376,on.gene.LG13.821,ENSGACG00000004485
OG6671_1	mz.gene.s7.57,pn.gene.s111.11,ab.gene.s107.15,NULL,on.gene.LG1.307,ENSGACG00000015774
OG6672_1	NULL,NULL,ab.gene.s145.31,NULL,NULL,ENSGACG00000001333
OG6673_1	mz.gene.s0.81,NULL,ab.gene.s113.9,NULL,on.gene.LG7.758,ENSGACG00000016747
OG6674_1	mz.gene.s15.5,pn.gene.s245.24,ab.gene.s351.4,NULL,NULL,NULL
OG6675_1	mz.gene.s42.8,pn.gene.s8.75,ab.gene.s22.54,nb.gene.s13.278,on.gene.LG16-21.481,ENSGACG00000005819
OG6676_1	mz.gene.s36.39,pn.gene.s38.10,ab.gene.s233.12,nb.gene.s8.132,on.gene.LG20.927,ENSGACG00000005848
OG6677_1	mz.gene.s243.25,pn.gene.s63.115,ab.gene.s46.27,NULL,on.gene.LG10.211,ENSGACG00000020368
OG6678_1	mz.gene.s2.221,pn.gene.s24.34,ab.gene.s2.85,nb.gene.s0.68,on.gene.LG1.596,NULL
OG6679_1	mz.gene.s26.1,pn.gene.s23.30,ab.gene.s119.23,nb.gene.s5.134,on.gene.LG13.684,ENSGACG00000010618
OG6680_1	mz.gene.s161.20,pn.gene.s175.13,ab.gene.s155.18,nb.gene.s147.20,on.gene.LG16-21.54,ENSGACG00000008855
OG6681_1	mz.gene.s31.140,pn.gene.s22.119,ab.gene.s31.82,nb.gene.s17.260,NULL,ENSGACG00000003869
OG6682_1	mz.gene.s94.69,pn.gene.s63.48,NULL,nb.gene.s88.96,on.gene.LG10.283,ENSGACG00000020695
OG6683_1	NULL,pn.gene.s5447.1,NULL,NULL,NULL,ENSGACG00000013860
OG6684_1	mz.gene.s18.82,pn.gene.s11.109,ab.gene.s86.4,NULL,NULL,ENSGACG00000007430
OG6685_1	mz.gene.s28.46,pn.gene.s17.13,ab.gene.s35.15,nb.gene.s55.44,on.gene.LG4.589,ENSGACG00000013995
OG6686_1	NULL,pn.gene.s59.30,ab.gene.s819.3,nb.gene.s40.49,on.gene.LG7.1403,ENSGACG00000013763
OG6687_1	mz.gene.s3.488,pn.gene.s122.64,ab.gene.s15.159,nb.gene.s9.153,on.gene.LG19.678,ENSGACG00000006398
OG6688_1	mz.gene.s5.130,NULL,NULL,nb.gene.s48.97,on.gene.LG15.533,ENSGACG00000011113
OG6689_1	mz.gene.s3.154,pn.gene.s69.10,ab.gene.s75.7,nb.gene.s57.146,NULL,ENSGACG00000011289
OG6690_1	mz.gene.s337.2,pn.gene.s382.6,ab.gene.s32.7,nb.gene.s25.74,on.gene.UNK2.6,ENSGACG00000014965
OG6691_1	mz.gene.s117.14,NULL,ab.gene.s479.3,nb.gene.s160.2,on.gene.LG16-21.110,ENSGACG00000008120
OG6692_1	mz.gene.s3.415,pn.gene.s122.2,ab.gene.s15.88,nb.gene.s9.213,on.gene.LG19.15,ENSGACG00000007632
OG6693_1	mz.gene.s113.43,pn.gene.s16.35,ab.gene.s4.126,NULL,on.gene.LG8-24.748,ENSGACG00000004288
OG6694_1	mz.gene.s325.4,pn.gene.s389.3,ab.gene.s455.7,nb.gene.s253.2,on.gene.UNK83.2,ENSGACG00000014498
OG6695_1	mz.gene.s251.6,NULL,ab.gene.s434.14,nb.gene.s264.1,on.gene.UNK99.17,ENSGACG00000001464
OG6696_1	mz.gene.s179.27,pn.gene.s121.31,ab.gene.s326.10,nb.gene.s142.16,on.gene.LG17.136,ENSGACG00000019481
OG6697_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000017263
OG6698_1	mz.gene.s259.13,pn.gene.s478.3,ab.gene.s767.3,nb.gene.s179.2,on.gene.UNK35.36,ENSGACG00000014396
OG6699_1	mz.gene.s36.151,pn.gene.s48.21,ab.gene.s7.165,NULL,NULL,NULL
OG6700_1	mz.gene.s3.394,pn.gene.s9.213,ab.gene.s15.63,nb.gene.s9.239,on.gene.LG19.38,ENSGACG00000007915
OG6701_1	mz.gene.s78.29,NULL,NULL,nb.gene.s22.92,on.gene.UNK4.22,ENSGACG00000008878
OG6702_1	mz.gene.s0.362,pn.gene.s15.36,ab.gene.s43.17,NULL,on.gene.LG7.874,ENSGACG00000017897
OG6703_1	mz.gene.s18.28,NULL,ab.gene.s142.18,NULL,on.gene.UNK19.40,ENSGACG00000001516
OG6704_1	mz.gene.s134.76,pn.gene.s26.94,ab.gene.s102.12,nb.gene.s3.377,on.gene.LG13.820,ENSGACG00000004488
OG6705_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000000745
OG6706_1	mz.gene.s48.41,pn.gene.s303.19,ab.gene.s742.8,nb.gene.s7.247,on.gene.UNK213.5,ENSGACG00000001796
OG6707_1	NULL,NULL,NULL,nb.gene.s134.18,NULL,ENSGACG00000006561
OG6708_1	mz.gene.s101.12,pn.gene.s203.9,ab.gene.s329.12,NULL,NULL,NULL
OG6709_1	mz.gene.s108.14,NULL,ab.gene.s638.5,NULL,NULL,NULL
OG6710_1	mz.gene.s83.39,pn.gene.s326.3,ab.gene.s73.6,nb.gene.s82.38,on.gene.LG3.241,ENSGACG00000019306
OG6711_1	mz.gene.s17.94,pn.gene.s51.63,ab.gene.s115.1,nb.gene.s1.177,on.gene.LG17.512,ENSGACG00000019839
OG6712_1	mz.gene.s0.398,pn.gene.s838.1,ab.gene.s372.6,nb.gene.s477.1,NULL,NULL
OG6713_1	mz.gene.s107.65,pn.gene.s97.13,ab.gene.s159.43,NULL,on.gene.LG18.84,ENSGACG00000012611
OG6714_1	mz.gene.s138.5,pn.gene.s209.4,ab.gene.s913.5,NULL,NULL,NULL
OG6715_1	mz.gene.s2.60,pn.gene.s50.21,ab.gene.s8.45,nb.gene.s0.235,on.gene.LG1.425,ENSGACG00000016143
OG6716_1	mz.gene.s87.41,NULL,ab.gene.s14.112,NULL,NULL,ENSGACG00000018663
OG6717_1	mz.gene.s106.9,NULL,ab.gene.s141.13,NULL,NULL,NULL
OG6718_1	mz.gene.s202.22,pn.gene.s177.6,ab.gene.s9.18,nb.gene.s6.425,on.gene.LG5.190,ENSGACG00000010218
OG6719_1	mz.gene.s1.222,pn.gene.s64.65,ab.gene.s67.53,nb.gene.s18.91,on.gene.LG6.736,ENSGACG00000018276
OG6720_1	mz.gene.s7.91,NULL,ab.gene.s204.21,nb.gene.s0.383,on.gene.LG1.268,ENSGACG00000015645
OG6721_1	mz.gene.s33.72,pn.gene.s110.12,ab.gene.s186.12,NULL,on.gene.LG13.76,ENSGACG00000011414
OG6722_1	mz.gene.s41.24,pn.gene.s30.20,ab.gene.s21.52,nb.gene.s23.164,on.gene.LG18.704,ENSGACG00000017719
OG6723_1	mz.gene.s37.17,pn.gene.s330.5,ab.gene.s88.44,nb.gene.s91.15,on.gene.LG3.124,ENSGACG00000019824
OG6724_1	mz.gene.s26.21,pn.gene.s23.45,ab.gene.s119.1,NULL,on.gene.LG13.663,ENSGACG00000010373
OG6725_1	mz.gene.s12.11,NULL,NULL,nb.gene.s119.26,NULL,NULL
OG6726_1	mz.gene.s10.174,pn.gene.s91.26,ab.gene.s66.26,NULL,on.gene.LG5.397,ENSGACG00000000424
OG6727_1	mz.gene.s22.195,pn.gene.s25.47,ab.gene.s77.76,nb.gene.s7.62,on.gene.UNK3.47,NULL
OG6728_1	mz.gene.s94.122,NULL,ab.gene.s312.25,NULL,NULL,ENSGACG00000020643
OG6729_1	mz.gene.s674.1,pn.gene.s90.24,ab.gene.s234.2,nb.gene.s80.46,on.gene.LG14.482,ENSGACG00000010693
OG6730_1	mz.gene.s9.118,pn.gene.s32.54,ab.gene.s50.58,nb.gene.s148.40,NULL,ENSGACG00000011255
OG6731_1	mz.gene.s36.63,pn.gene.s48.106,ab.gene.s304.12,nb.gene.s8.156,on.gene.LG20.900,ENSGACG00000006252
OG6732_1	mz.gene.s11.275,pn.gene.s7.1,ab.gene.s180.1,nb.gene.s257.1,NULL,NULL
OG6733_1	mz.gene.s36.132,pn.gene.s48.38,ab.gene.s7.192,NULL,on.gene.LG20.827,ENSGACG00000007262
OG6734_1	mz.gene.s10.155,pn.gene.s91.44,ab.gene.s66.48,nb.gene.s6.221,on.gene.LG5.420,ENSGACG00000000526
OG6735_1	NULL,pn.gene.s6.134,NULL,nb.gene.s33.12,on.gene.LG9.235,NULL
OG6736_1	mz.gene.s103.21,pn.gene.s75.46,ab.gene.s105.31,nb.gene.s78.11,on.gene.LG14.757,ENSGACG00000004907
OG6737_1	mz.gene.s14.207,pn.gene.s5.55,ab.gene.s13.53,nb.gene.s16.39,on.gene.LG12.536,ENSGACG00000007765
OG6738_1	mz.gene.s12.45,pn.gene.s99.10,ab.gene.s283.10,nb.gene.s44.9,on.gene.LG20.448,ENSGACG00000001290
OG6739_1	mz.gene.s32.48,pn.gene.s34.97,ab.gene.s98.57,nb.gene.s15.74,on.gene.LG7.1082,ENSGACG00000004695
OG6740_1	mz.gene.s22.52,pn.gene.s179.19,ab.gene.s92.22,NULL,on.gene.LG10.394,ENSGACG00000020584
OG6741_1	mz.gene.s1009.1,pn.gene.s2202.1,ab.gene.s1969.1,NULL,on.gene.UNK34.11,NULL
OG6742_1	mz.gene.s134.14,pn.gene.s26.34,ab.gene.s102.83,nb.gene.s15.2,on.gene.LG13.756,ENSGACG00000006154
OG6743_1	NULL,NULL,NULL,NULL,on.gene.LG20.676,ENSGACG00000009730
OG6744_1	mz.gene.s234.10,pn.gene.s308.3,NULL,NULL,on.gene.LG22.8,NULL
OG6745_1	mz.gene.s70.40,pn.gene.s2.217,ab.gene.s232.14,NULL,on.gene.UNK26.28,ENSGACG00000000538
OG6746_1	mz.gene.s216.13,pn.gene.s242.12,ab.gene.s218.8,NULL,on.gene.UNK250.3,ENSGACG00000000422
OG6747_1	mz.gene.s14.64,pn.gene.s81.65,ab.gene.s64.19,nb.gene.s16.185,on.gene.LG12.684,ENSGACG00000005538
OG6748_1	NULL,pn.gene.s566.2,NULL,nb.gene.s355.4,on.gene.LG4.368,ENSGACG00000005943
OG6749_1	mz.gene.s75.11,pn.gene.s96.31,ab.gene.s194.23,nb.gene.s184.9,on.gene.LG10.47,ENSGACG00000020162
OG6750_1	NULL,pn.gene.s22.105,ab.gene.s31.65,nb.gene.s17.246,on.gene.LG23.120,ENSGACG00000004264
OG6751_1	mz.gene.s1.132,pn.gene.s74.41,ab.gene.s417.4,nb.gene.s18.8,on.gene.LG6.903,ENSGACG00000018222
OG6752_1	mz.gene.s12.16,pn.gene.s168.10,ab.gene.s349.12,nb.gene.s119.21,on.gene.LG20.491,ENSGACG00000012657
OG6753_1	mz.gene.s47.109,pn.gene.s16.86,ab.gene.s4.67,nb.gene.s27.19,on.gene.LG8-24.808,ENSGACG00000003722
OG6754_1	mz.gene.s3647.1,NULL,ab.gene.s7690.1,NULL,NULL,NULL
OG6755_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000009801
OG6756_1	NULL,NULL,NULL,NULL,on.gene.LG7.280,NULL
OG6757_1	NULL,NULL,NULL,NULL,on.gene.LG6.140,ENSGACG00000019821
OG6758_1	mz.gene.s229.2,NULL,NULL,nb.gene.s135.23,NULL,NULL
OG6759_1	mz.gene.s23.125,NULL,NULL,nb.gene.s522.1,NULL,NULL
OG6760_1	mz.gene.s54.33,pn.gene.s90.26,ab.gene.s138.2,nb.gene.s80.43,on.gene.LG14.480,ENSGACG00000010711
OG6761_1	NULL,pn.gene.s318.9,ab.gene.s661.3,nb.gene.s1487.1,on.gene.LG14.841,ENSGACG00000001389
OG6762_1	mz.gene.s14.202,pn.gene.s5.50,ab.gene.s13.49,nb.gene.s16.44,on.gene.LG12.541,ENSGACG00000007706
OG6763_1	mz.gene.s13.214,pn.gene.s6.205,ab.gene.s0.202,NULL,on.gene.LG9.312,ENSGACG00000003962
OG6764_1	mz.gene.s43.63,pn.gene.s37.59,ab.gene.s653.13,nb.gene.s52.36,on.gene.LG12.861,ENSGACG00000014757
OG6765_1	mz.gene.s37.93,pn.gene.s270.8,ab.gene.s123.13,nb.gene.s156.6,on.gene.LG3.219,ENSGACG00000019474
OG6766_1	mz.gene.s11.194,pn.gene.s7.78,NULL,nb.gene.s2.40,on.gene.LG2.247,ENSGACG00000017218
OG6767_1	mz.gene.s2.103,pn.gene.s50.69,ab.gene.s172.32,NULL,NULL,NULL
OG6768_1	mz.gene.s136.42,NULL,ab.gene.s179.28,nb.gene.s13.37,NULL,ENSGACG00000001829
OG6769_1	mz.gene.s121.8,pn.gene.s329.4,ab.gene.s432.20,nb.gene.s4793.1,NULL,ENSGACG00000019621
OG6770_1	mz.gene.s124.48,NULL,ab.gene.s487.19,nb.gene.s129.10,on.gene.LG7.314,ENSGACG00000015567
OG6771_1	mz.gene.s11.20,pn.gene.s0.320,ab.gene.s231.13,nb.gene.s2.198,on.gene.LG2.412,ENSGACG00000017942
OG6772_1	mz.gene.s200.29,pn.gene.s249.25,ab.gene.s276.26,NULL,on.gene.LG6.110,ENSGACG00000019798
OG6773_1	NULL,pn.gene.s217.5,ab.gene.s225.27,NULL,NULL,NULL
OG6774_1	mz.gene.s50.17,pn.gene.s248.16,ab.gene.s136.24,nb.gene.s64.17,on.gene.LG10.158,ENSGACG00000020283
OG6775_1	NULL,NULL,ab.gene.s395.30,NULL,on.gene.LG5.482,ENSGACG00000000718
OG6776_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000019862
OG6777_1	NULL,NULL,ab.gene.s193.27,NULL,NULL,ENSGACG00000003169
OG6778_1	NULL,NULL,NULL,NULL,NULL,NULL
OG6779_1	mz.gene.s10.159,pn.gene.s91.41,ab.gene.s66.45,nb.gene.s6.224,on.gene.LG5.417,ENSGACG00000000512
OG6780_1	NULL,pn.gene.s19.42,ab.gene.s61.40,nb.gene.s58.23,on.gene.LG2.103,ENSGACG00000016658
OG6781_1	mz.gene.s13.78,pn.gene.s6.74,ab.gene.s0.65,NULL,on.gene.LG9.173,ENSGACG00000002693
OG6782_1	mz.gene.s1.33,pn.gene.s407.7,ab.gene.s290.6,nb.gene.s164.5,on.gene.LG6.1003,ENSGACG00000016482
OG6783_1	mz.gene.s7.118,pn.gene.s10.100,ab.gene.s129.5,nb.gene.s0.409,on.gene.LG1.237,ENSGACG00000015539
OG6784_1	mz.gene.s81.124,pn.gene.s222.1,ab.gene.s187.45,nb.gene.s76.116,on.gene.LG8-24.337,ENSGACG00000008354
OG6785_1	mz.gene.s8.97,pn.gene.s2.180,ab.gene.s11.24,nb.gene.s37.88,on.gene.LG14.380,ENSGACG00000009336
OG6786_1	mz.gene.s0.102,pn.gene.s62.15,ab.gene.s314.13,nb.gene.s14.145,on.gene.LG7.738,ENSGACG00000016849
OG6787_1	mz.gene.s33.27,pn.gene.s53.33,ab.gene.s48.12,nb.gene.s5.76,on.gene.LG13.28,ENSGACG00000000160
OG6788_1	NULL,NULL,ab.gene.s462.1,NULL,on.gene.LG7.346,ENSGACG00000015751
OG6789_1	mz.gene.s3.99,pn.gene.s69.68,ab.gene.s75.74,nb.gene.s57.90,on.gene.LG19.339,ENSGACG00000011655
OG6790_1	mz.gene.s8.68,NULL,NULL,NULL,on.gene.LG14.351,ENSGACG00000009625
OG6791_1	mz.gene.s32.22,pn.gene.s34.119,ab.gene.s318.25,nb.gene.s15.49,on.gene.LG7.1053,ENSGACG00000005255
OG6792_1	mz.gene.s98.16,pn.gene.s147.2,ab.gene.s91.42,nb.gene.s36.71,on.gene.LG22.450,ENSGACG00000007702
OG6793_1	mz.gene.s6.234,pn.gene.s3.247,ab.gene.s1.117,nb.gene.s10.53,on.gene.LG18.441,ENSGACG00000013024
OG6794_1	NULL,NULL,NULL,NULL,on.gene.LG12.112,ENSGACG00000013278
OG6795_1	mz.gene.s45.94,NULL,ab.gene.s245.9,nb.gene.s3.186,on.gene.UNK5.37,ENSGACG00000008942
OG6796_1	mz.gene.s44.69,pn.gene.s72.67,ab.gene.s786.2,nb.gene.s74.18,on.gene.LG13.430,ENSGACG00000006537
OG6797_1	mz.gene.s35.44,pn.gene.s49.44,NULL,nb.gene.s66.37,on.gene.UNK4156.1,NULL
OG6798_1	mz.gene.s7.183,pn.gene.s10.37,ab.gene.s147.6,NULL,on.gene.LG1.170,ENSGACG00000015345
OG6799_1	mz.gene.s28.207,pn.gene.s17.171,ab.gene.s44.9,nb.gene.s97.56,on.gene.LG4.763,ENSGACG00000014685
OG6800_1	mz.gene.s28.125,pn.gene.s17.93,ab.gene.s35.85,nb.gene.s55.116,on.gene.LG4.673,ENSGACG00000008946
OG6801_1	mz.gene.s85.64,pn.gene.s80.50,ab.gene.s80.18,nb.gene.s54.1,on.gene.LG4.304,ENSGACG00000006786
OG6802_1	mz.gene.s3.349,pn.gene.s9.174,ab.gene.s15.22,nb.gene.s9.278,on.gene.LG19.82,ENSGACG00000008470
OG6803_1	mz.gene.s10.6,pn.gene.s109.86,ab.gene.s313.42,nb.gene.s4.386,on.gene.LG5.583,ENSGACG00000001660
OG6804_1	mz.gene.s48.14,pn.gene.s14.81,ab.gene.s90.16,NULL,on.gene.LG10.465,ENSGACG00000020814
OG6805_1	mz.gene.s11.11,pn.gene.s0.308,ab.gene.s231.23,nb.gene.s2.209,NULL,ENSGACG00000017972
OG6806_1	mz.gene.s4.339,pn.gene.s83.39,ab.gene.s174.17,nb.gene.s79.86,on.gene.LG11.179,NULL
OG6807_1	NULL,NULL,NULL,NULL,NULL,NULL
OG6808_1	NULL,pn.gene.s0.79,ab.gene.s14.105,nb.gene.s2.424,on.gene.LG6.799,ENSGACG00000018634
OG6809_1	NULL,NULL,NULL,NULL,NULL,NULL
OG6810_1	mz.gene.s387.1,pn.gene.s561.3,ab.gene.s782.3,NULL,on.gene.UNK119.9,ENSGACG00000000862
OG6811_1	mz.gene.s67.10,pn.gene.s65.9,ab.gene.s209.9,NULL,on.gene.LG14.660,NULL
OG6812_1	mz.gene.s1.280,pn.gene.s133.60,ab.gene.s930.2,nb.gene.s18.139,on.gene.LG6.703,NULL
OG6813_1	mz.gene.s156.13,pn.gene.s176.6,NULL,nb.gene.s4722.1,on.gene.UNK11.40,NULL
OG6814_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000007041
OG6815_1	mz.gene.s14.4,pn.gene.s81.3,ab.gene.s595.2,nb.gene.s16.232,NULL,ENSGACG00000013704
OG6816_1	mz.gene.s0.390,pn.gene.s15.10,ab.gene.s412.8,nb.gene.s3.24,on.gene.LG7.904,ENSGACG00000018266
OG6817_1	NULL,NULL,ab.gene.s168.41,NULL,on.gene.LG19.231,NULL
OG6818_1	NULL,pn.gene.s4273.1,ab.gene.s228.44,nb.gene.s79.4,on.gene.LG11.478,ENSGACG00000009258
OG6819_1	mz.gene.s204.4,pn.gene.s156.12,ab.gene.s145.5,nb.gene.s29.2,on.gene.LG16-21.164,ENSGACG00000000841
OG6820_1	mz.gene.s261.5,pn.gene.s217.9,ab.gene.s225.21,nb.gene.s112.4,on.gene.LG7.82,ENSGACG00000002529
OG6821_1	mz.gene.s18.185,pn.gene.s11.22,ab.gene.s256.4,nb.gene.s4.195,on.gene.LG5.780,ENSGACG00000003555
OG6822_1	mz.gene.s298.1,NULL,ab.gene.s964.2,nb.gene.s176.4,on.gene.UNK247.1,NULL
OG6823_1	mz.gene.s118.32,pn.gene.s340.1,ab.gene.s379.8,NULL,on.gene.LG5.88,NULL
OG6824_1	mz.gene.s73.16,pn.gene.s2.9,ab.gene.s34.17,nb.gene.s67.36,NULL,ENSGACG00000007125
OG6825_1	mz.gene.s108.2,pn.gene.s115.14,ab.gene.s428.13,nb.gene.s8.14,on.gene.LG20.574,ENSGACG00000003794
OG6826_1	NULL,pn.gene.s46.27,ab.gene.s7.20,nb.gene.s8.378,on.gene.LG20.661,ENSGACG00000009900
OG6827_1	mz.gene.s59.1,NULL,ab.gene.s274.1,nb.gene.s195.1,on.gene.UNK92.1,NULL
OG6828_1	NULL,NULL,ab.gene.s2514.2,nb.gene.s9.267,NULL,NULL
OG6829_1	NULL,NULL,ab.gene.s300.5,nb.gene.s36.48,NULL,NULL
OG6830_1	mz.gene.s40.145,pn.gene.s198.21,NULL,NULL,NULL,ENSGACG00000011083
OG6831_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000007165
OG6832_1	mz.gene.s1.392,NULL,NULL,NULL,NULL,ENSGACG00000019356
OG6833_1	mz.gene.s112.31,pn.gene.s166.11,ab.gene.s280.1,NULL,on.gene.LG12.54,ENSGACG00000005274
OG6834_1	mz.gene.s194.4,NULL,NULL,NULL,on.gene.LG16-21.40,ENSGACG00000008415
OG6835_1	mz.gene.s49.59,pn.gene.s45.90,ab.gene.s54.83,nb.gene.s17.81,on.gene.LG23.305,ENSGACG00000014159
OG6836_1	NULL,NULL,NULL,NULL,on.gene.LG9.245,NULL
OG6837_1	mz.gene.s93.22,pn.gene.s26.119,ab.gene.s272.22,nb.gene.s3.351,on.gene.LG13.847,ENSGACG00000004129
OG6838_1	NULL,NULL,NULL,nb.gene.s198.12,on.gene.UNK55.19,NULL
OG6839_1	NULL,NULL,NULL,NULL,NULL,NULL
OG6840_1	mz.gene.s189.21,pn.gene.s386.1,ab.gene.s488.1,nb.gene.s259.9,on.gene.LG11.107,ENSGACG00000004349
OG6841_1	NULL,NULL,NULL,nb.gene.s103.5,on.gene.LG7.871,ENSGACG00000017899
OG6842_1	NULL,pn.gene.s309.13,ab.gene.s414.13,nb.gene.s122.7,NULL,ENSGACG00000017350
OG6843_1	mz.gene.s14.1,NULL,ab.gene.s5642.1,NULL,NULL,ENSGACG00000013734
OG6844_1	mz.gene.s24.193,pn.gene.s533.3,ab.gene.s813.3,nb.gene.s21.54,on.gene.UNK7.36,ENSGACG00000012505
OG6845_1	mz.gene.s6.303,pn.gene.s120.39,ab.gene.s1.48,nb.gene.s23.16,on.gene.LG18.529,ENSGACG00000017289
OG6846_1	mz.gene.s10.118,NULL,NULL,NULL,NULL,ENSGACG00000000666
OG6847_1	NULL,pn.gene.s99.44,ab.gene.s134.26,nb.gene.s44.36,on.gene.LG20.415,ENSGACG00000002707
OG6848_1	mz.gene.s32.144,pn.gene.s34.9,ab.gene.s151.45,nb.gene.s15.162,on.gene.LG7.1187,ENSGACG00000012770
OG6849_1	mz.gene.s44.99,NULL,ab.gene.s9.119,nb.gene.s74.51,on.gene.LG13.399,ENSGACG00000005946
OG6850_1	mz.gene.s156.7,pn.gene.s468.3,NULL,NULL,NULL,NULL
OG6851_1	mz.gene.s181.2,pn.gene.s38.48,ab.gene.s240.1,nb.gene.s8.96,on.gene.UNK27.30,ENSGACG00000005495
OG6852_1	NULL,pn.gene.s4.108,ab.gene.s237.12,nb.gene.s185.9,on.gene.LG8-24.193,ENSGACG00000005743
OG6853_1	NULL,NULL,ab.gene.s239.12,nb.gene.s114.21,on.gene.LG20.552,ENSGACG00000004198
OG6854_1	mz.gene.s34.34,pn.gene.s19.6,ab.gene.s29.38,NULL,on.gene.LG2.142,ENSGACG00000016431
OG6855_1	NULL,pn.gene.s44.146,ab.gene.s196.41,nb.gene.s131.34,on.gene.LG11.429,ENSGACG00000011841
OG6856_1	NULL,NULL,ab.gene.s699.13,nb.gene.s360.1,NULL,ENSGACG00000000058
OG6857_1	mz.gene.s9.324,pn.gene.s5.87,ab.gene.s13.93,nb.gene.s16.7,on.gene.LG12.498,ENSGACG00000008336
OG6858_1	mz.gene.s59.49,pn.gene.s70.47,ab.gene.s72.13,nb.gene.s29.99,on.gene.LG16-21.758,ENSGACG00000002387
OG6859_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000012858
OG6860_1	mz.gene.s4.209,pn.gene.s44.156,ab.gene.s196.32,nb.gene.s131.43,on.gene.LG11.437,ENSGACG00000011951
OG6861_1	mz.gene.s25.106,pn.gene.s54.92,ab.gene.s438.15,nb.gene.s13.89,on.gene.LG16-21.312,ENSGACG00000003022
OG6862_1	mz.gene.s279.2,pn.gene.s599.3,ab.gene.s81.64,nb.gene.s170.5,on.gene.UNK482.3,ENSGACG00000020161
OG6863_1	mz.gene.s158.7,pn.gene.s151.54,ab.gene.s146.6,nb.gene.s136.38,on.gene.LG14.685,ENSGACG00000012759
OG6864_1	NULL,pn.gene.s690.2,NULL,nb.gene.s280.3,on.gene.UNK126.13,ENSGACG00000011486
OG6865_1	mz.gene.s51.13,pn.gene.s4.190,ab.gene.s58.32,nb.gene.s47.35,NULL,ENSGACG00000005054
OG6866_1	mz.gene.s145.15,pn.gene.s123.14,ab.gene.s565.4,nb.gene.s117.34,on.gene.UNK98.3,NULL
OG6867_1	mz.gene.s1.85,pn.gene.s170.31,ab.gene.s27.44,NULL,on.gene.LG6.960,ENSGACG00000018153
OG6868_1	mz.gene.s36.70,pn.gene.s48.98,ab.gene.s304.20,nb.gene.s8.165,on.gene.LG20.891,ENSGACG00000006318
OG6869_1	mz.gene.s47.87,pn.gene.s16.107,ab.gene.s4.44,nb.gene.s19.9,on.gene.LG8-24.832,ENSGACG00000003508
OG6870_1	NULL,pn.gene.s265.12,NULL,NULL,on.gene.UNK7.18,NULL
OG6871_1	mz.gene.s93.11,pn.gene.s26.110,ab.gene.s272.10,NULL,on.gene.LG13.838,NULL
OG6872_1	mz.gene.s242.14,pn.gene.s309.17,ab.gene.s1595.2,nb.gene.s122.3,NULL,NULL
OG6873_1	mz.gene.s243.13,pn.gene.s63.129,ab.gene.s46.13,nb.gene.s88.13,NULL,ENSGACG00000020354
OG6874_1	mz.gene.s4.404,pn.gene.s108.14,ab.gene.s63.15,NULL,on.gene.LG11.247,ENSGACG00000004824
OG6875_1	mz.gene.s97.56,pn.gene.s106.21,ab.gene.s94.24,nb.gene.s11.115,on.gene.LG6.500,ENSGACG00000016213
OG6876_1	NULL,NULL,ab.gene.s11.42,nb.gene.s37.99,on.gene.LG14.395,ENSGACG00000009165
OG6877_1	mz.gene.s398.5,pn.gene.s504.2,ab.gene.s874.5,nb.gene.s237.15,NULL,NULL
OG6878_1	mz.gene.s13.225,pn.gene.s86.9,ab.gene.s769.3,nb.gene.s35.67,NULL,ENSGACG00000004067
OG6879_1	mz.gene.s1.216,pn.gene.s64.70,ab.gene.s67.47,nb.gene.s18.88,on.gene.LG6.741,ENSGACG00000018261
OG6880_1	mz.gene.s71.26,pn.gene.s47.51,ab.gene.s5087.1,nb.gene.s28.56,on.gene.LG15.189,ENSGACG00000013567
OG6881_1	NULL,pn.gene.s55.34,NULL,NULL,NULL,ENSGACG00000013039
